3755 GB2312-80 level-1 Chinese characters
Character	GB code	Unicode
Éé	0xe9c9	0x7837
Éê	0xeac9	0x7533
Éë	0xebc9	0x547b
Éì	0xecc9	0x4f38
Éí	0xedc9	0x8eab
Éî	0xeec9	0x6df1
Éï	0xefc9	0x5a20
Éð	0xf0c9	0x7ec5
Éñ	0xf1c9	0x795e
Éò	0xf2c9	0x6c88
Éó	0xf3c9	0x5ba1
Éô	0xf4c9	0x5a76
Éõ	0xf5c9	0x751a
Éö	0xf6c9	0x80be
É÷	0xf7c9	0x614e
Éø	0xf8c9	0x6e17
Éù	0xf9c9	0x58f0
Éú	0xfac9	0x751f
Éû	0xfbc9	0x7525
Éü	0xfcc9	0x7272
Éý	0xfdc9	0x5347
Éþ	0xfec9	0x7ef3
Ê¡	0xa1ca	0x7701
Ê¢	0xa2ca	0x76db
Ê£	0xa3ca	0x5269
Ê¤	0xa4ca	0x80dc
Ê¥	0xa5ca	0x5723
Ê¦	0xa6ca	0x5e08
Ê§	0xa7ca	0x5931
Ê¨	0xa8ca	0x72ee
Ê©	0xa9ca	0x65bd
Êª	0xaaca	0x6e7f
Ê«	0xabca	0x8bd7
Ê¬	0xacca	0x5c38
Ê­	0xadca	0x8671
Ê®	0xaeca	0x5341
Ê¯	0xafca	0x77f3
Ê°	0xb0ca	0x62fe
Ê±	0xb1ca	0x65f6
Ê²	0xb2ca	0x4ec0
Ê³	0xb3ca	0x98df
Ê´	0xb4ca	0x8680
Êµ	0xb5ca	0x5b9e
Ê¶	0xb6ca	0x8bc6
Ê·	0xb7ca	0x53f2
Ê¸	0xb8ca	0x77e2
Ê¹	0xb9ca	0x4f7f
Êº	0xbaca	0x5c4e
Ê»	0xbbca	0x9a76
Ê¼	0xbcca	0x59cb
Ê½	0xbdca	0x5f0f
Ê¾	0xbeca	0x793a
Ê¿	0xbfca	0x58eb
ÊÀ	0xc0ca	0x4e16
ÊÁ	0xc1ca	0x67ff
ÊÂ	0xc2ca	0x4e8b
ÊÃ	0xc3ca	0x62ed
ÊÄ	0xc4ca	0x8a93
ÊÅ	0xc5ca	0x901d
ÊÆ	0xc6ca	0x52bf
ÊÇ	0xc7ca	0x662f
ÊÈ	0xc8ca	0x55dc
ÊÉ	0xc9ca	0x566c
ÊÊ	0xcaca	0x9002
ÊË	0xcbca	0x4ed5
ÊÌ	0xccca	0x4f8d
ÊÍ	0xcdca	0x91ca
ÊÎ	0xceca	0x9970
ÊÏ	0xcfca	0x6c0f
ÊÐ	0xd0ca	0x5e02
ÊÑ	0xd1ca	0x6043
ÊÒ	0xd2ca	0x5ba4
ÊÓ	0xd3ca	0x89c6
ÊÔ	0xd4ca	0x8bd5
ÊÕ	0xd5ca	0x6536
ÊÖ	0xd6ca	0x624b
Ê×	0xd7ca	0x9996
ÊØ	0xd8ca	0x5b88
ÊÙ	0xd9ca	0x5bff
ÊÚ	0xdaca	0x6388
ÊÛ	0xdbca	0x552e
ÊÜ	0xdcca	0x53d7
ÊÝ	0xddca	0x7626
ÊÞ	0xdeca	0x517d
Êß	0xdfca	0x852c
Êà	0xe0ca	0x67a2
Êá	0xe1ca	0x68b3
Êâ	0xe2ca	0x6b8a
Êã	0xe3ca	0x6292
Êä	0xe4ca	0x8f93
Êå	0xe5ca	0x53d4
Êæ	0xe6ca	0x8212
Êç	0xe7ca	0x6dd1
Êè	0xe8ca	0x758f
Êé	0xe9ca	0x4e66
Êê	0xeaca	0x8d4e
Êë	0xebca	0x5b70
Êì	0xecca	0x719f
Êí	0xedca	0x85af
Êî	0xeeca	0x6691
Êï	0xefca	0x66d9
Êð	0xf0ca	0x7f72
Êñ	0xf1ca	0x8700
Êò	0xf2ca	0x9ecd
Êó	0xf3ca	0x9f20
Êô	0xf4ca	0x5c5e
Êõ	0xf5ca	0x672f
Êö	0xf6ca	0x8ff0
Ê÷	0xf7ca	0x6811
Êø	0xf8ca	0x675f
Êù	0xf9ca	0x620d
Êú	0xfaca	0x7ad6
Êû	0xfbca	0x5885
Êü	0xfcca	0x5eb6
Êý	0xfdca	0x6570
Êþ	0xfeca	0x6f31
Ë¡	0xa1cb	0x6055
Ë¢	0xa2cb	0x5237
Ë£	0xa3cb	0x800d
Ë¤	0xa4cb	0x6454
Ë¥	0xa5cb	0x8870
Ë¦	0xa6cb	0x7529
Ë§	0xa7cb	0x5e05
Ë¨	0xa8cb	0x6813
Ë©	0xa9cb	0x62f4
Ëª	0xaacb	0x971c
Ë«	0xabcb	0x53cc
Ë¬	0xaccb	0x723d
Ë­	0xadcb	0x8c01
Ë®	0xaecb	0x6c34
Ë¯	0xafcb	0x7761
Ë°	0xb0cb	0x7a0e
Ë±	0xb1cb	0x542e
Ë²	0xb2cb	0x77ac
Ë³	0xb3cb	0x987a
Ë´	0xb4cb	0x821c
Ëµ	0xb5cb	0x8bf4
Ë¶	0xb6cb	0x7855
Ë·	0xb7cb	0x6714
Ë¸	0xb8cb	0x70c1
Ë¹	0xb9cb	0x65af
Ëº	0xbacb	0x6495
Ë»	0xbbcb	0x5636
Ë¼	0xbccb	0x601d
Ë½	0xbdcb	0x79c1
Ë¾	0xbecb	0x53f8
Ë¿	0xbfcb	0x4e1d
ËÀ	0xc0cb	0x6b7b
ËÁ	0xc1cb	0x8086
ËÂ	0xc2cb	0x5bfa
ËÃ	0xc3cb	0x55e3
ËÄ	0xc4cb	0x56db
ËÅ	0xc5cb	0x4f3a
ËÆ	0xc6cb	0x4f3c
ËÇ	0xc7cb	0x9972
ËÈ	0xc8cb	0x5df3
ËÉ	0xc9cb	0x677e
ËÊ	0xcacb	0x8038
ËË	0xcbcb	0x6002
ËÌ	0xcccb	0x9882
ËÍ	0xcdcb	0x9001
ËÎ	0xcecb	0x5b8b
ËÏ	0xcfcb	0x8bbc
ËÐ	0xd0cb	0x8bf5
ËÑ	0xd1cb	0x641c
ËÒ	0xd2cb	0x8258
ËÓ	0xd3cb	0x64de
ËÔ	0xd4cb	0x55fd
ËÕ	0xd5cb	0x82cf
ËÖ	0xd6cb	0x9165
Ë×	0xd7cb	0x4fd7
ËØ	0xd8cb	0x7d20
ËÙ	0xd9cb	0x901f
ËÚ	0xdacb	0x7c9f
ËÛ	0xdbcb	0x50f3
ËÜ	0xdccb	0x5851
ËÝ	0xddcb	0x6eaf
ËÞ	0xdecb	0x5bbf
Ëß	0xdfcb	0x8bc9
Ëà	0xe0cb	0x8083
Ëá	0xe1cb	0x9178
Ëâ	0xe2cb	0x849c
Ëã	0xe3cb	0x7b97
Ëä	0xe4cb	0x867d
Ëå	0xe5cb	0x968b
Ëæ	0xe6cb	0x968f
Ëç	0xe7cb	0x7ee5
Ëè	0xe8cb	0x9ad3
Ëé	0xe9cb	0x788e
Ëê	0xeacb	0x5c81
Ëë	0xebcb	0x7a57
Ëì	0xeccb	0x9042
Ëí	0xedcb	0x96a7
Ëî	0xeecb	0x795f
Ëï	0xefcb	0x5b59
Ëð	0xf0cb	0x635f
Ëñ	0xf1cb	0x7b0b
Ëò	0xf2cb	0x84d1
Ëó	0xf3cb	0x68ad
Ëô	0xf4cb	0x5506
Ëõ	0xf5cb	0x7f29
Ëö	0xf6cb	0x7410
Ë÷	0xf7cb	0x7d22
Ëø	0xf8cb	0x9501
Ëù	0xf9cb	0x6240
Ëú	0xfacb	0x584c
Ëû	0xfbcb	0x4ed6
Ëü	0xfccb	0x5b83
Ëý	0xfdcb	0x5979
Ëþ	0xfecb	0x5854
Ì¡	0xa1cc	0x736d
Ì¢	0xa2cc	0x631e
Ì£	0xa3cc	0x8e4b
Ì¤	0xa4cc	0x8e0f
Ì¥	0xa5cc	0x80ce
Ì¦	0xa6cc	0x82d4
Ì§	0xa7cc	0x62ac
Ì¨	0xa8cc	0x53f0
Ì©	0xa9cc	0x6cf0
Ìª	0xaacc	0x915e
Ì«	0xabcc	0x592a
Ì¬	0xaccc	0x6001
Ì­	0xadcc	0x6c70
Ì®	0xaecc	0x574d
Ì¯	0xafcc	0x644a
Ì°	0xb0cc	0x8d2a
Ì±	0xb1cc	0x762b
Ì²	0xb2cc	0x6ee9
Ì³	0xb3cc	0x575b
Ì´	0xb4cc	0x6a80
Ìµ	0xb5cc	0x75f0
Ì¶	0xb6cc	0x6f6d
Ì·	0xb7cc	0x8c2d
Ì¸	0xb8cc	0x8c08
Ì¹	0xb9cc	0x5766
Ìº	0xbacc	0x6bef
Ì»	0xbbcc	0x8892
Ì¼	0xbccc	0x78b3
Ì½	0xbdcc	0x63a2
Ì¾	0xbecc	0x53f9
Ì¿	0xbfcc	0x70ad
ÌÀ	0xc0cc	0x6c64
ÌÁ	0xc1cc	0x5858
ÌÂ	0xc2cc	0x642a
ÌÃ	0xc3cc	0x5802
ÌÄ	0xc4cc	0x68e0
ÌÅ	0xc5cc	0x819b
ÌÆ	0xc6cc	0x5510
ÌÇ	0xc7cc	0x7cd6
ÌÈ	0xc8cc	0x5018
ÌÉ	0xc9cc	0x8eba
ÌÊ	0xcacc	0x6dcc
ÌË	0xcbcc	0x8d9f
ÌÌ	0xcccc	0x70eb
ÌÍ	0xcdcc	0x638f
ÌÎ	0xcecc	0x6d9b
ÌÏ	0xcfcc	0x6ed4
ÌÐ	0xd0cc	0x7ee6
ÌÑ	0xd1cc	0x8404
ÌÒ	0xd2cc	0x6843
ÌÓ	0xd3cc	0x9003
ÌÔ	0xd4cc	0x6dd8
ÌÕ	0xd5cc	0x9676
ÌÖ	0xd6cc	0x8ba8
Ì×	0xd7cc	0x5957
ÌØ	0xd8cc	0x7279
ÌÙ	0xd9cc	0x85e4
ÌÚ	0xdacc	0x817e
ÌÛ	0xdbcc	0x75bc
ÌÜ	0xdccc	0x8a8a
ÌÝ	0xddcc	0x68af
ÌÞ	0xdecc	0x5254
Ìß	0xdfcc	0x8e22
Ìà	0xe0cc	0x9511
Ìá	0xe1cc	0x63d0
Ìâ	0xe2cc	0x9898
Ìã	0xe3cc	0x8e44
Ìä	0xe4cc	0x557c
Ìå	0xe5cc	0x4f53
Ìæ	0xe6cc	0x66ff
Ìç	0xe7cc	0x568f
Ìè	0xe8cc	0x60d5
Ìé	0xe9cc	0x6d95
Ìê	0xeacc	0x5243
Ìë	0xebcc	0x5c49
Ìì	0xeccc	0x5929
Ìí	0xedcc	0x6dfb
Ìî	0xeecc	0x586b
Ìï	0xefcc	0x7530
Ìð	0xf0cc	0x751c
Ìñ	0xf1cc	0x606c
Ìò	0xf2cc	0x8214
Ìó	0xf3cc	0x8146
Ìô	0xf4cc	0x6311
Ìõ	0xf5cc	0x6761
Ìö	0xf6cc	0x8fe2
Ì÷	0xf7cc	0x773a
Ìø	0xf8cc	0x8df3
Ìù	0xf9cc	0x8d34
Ìú	0xfacc	0x94c1
Ìû	0xfbcc	0x5e16
Ìü	0xfccc	0x5385
Ìý	0xfdcc	0x542c
Ìþ	0xfecc	0x70c3
Í¡	0xa1cd	0x6c40
Í¢	0xa2cd	0x5ef7
Í£	0xa3cd	0x505c
Í¤	0xa4cd	0x4ead
Í¥	0xa5cd	0x5ead
Í¦	0xa6cd	0x633a
Í§	0xa7cd	0x8247
Í¨	0xa8cd	0x901a
Í©	0xa9cd	0x6850
Íª	0xaacd	0x916e
Í«	0xabcd	0x77b3
Í¬	0xaccd	0x540c
Í­	0xadcd	0x94dc
Í®	0xaecd	0x5f64
Í¯	0xafcd	0x7ae5
Í°	0xb0cd	0x6876
Í±	0xb1cd	0x6345
Í²	0xb2cd	0x7b52
Í³	0xb3cd	0x7edf
Í´	0xb4cd	0x75db
Íµ	0xb5cd	0x5077
Í¶	0xb6cd	0x6295
Í·	0xb7cd	0x5934
Í¸	0xb8cd	0x900f
Í¹	0xb9cd	0x51f8
Íº	0xbacd	0x79c3
Í»	0xbbcd	0x7a81
Í¼	0xbccd	0x56fe
Í½	0xbdcd	0x5f92
Í¾	0xbecd	0x9014
Í¿	0xbfcd	0x6d82
ÍÀ	0xc0cd	0x5c60
ÍÁ	0xc1cd	0x571f
ÍÂ	0xc2cd	0x5410
ÍÃ	0xc3cd	0x5154
ÍÄ	0xc4cd	0x6e4d
ÍÅ	0xc5cd	0x56e2
ÍÆ	0xc6cd	0x63a8
ÍÇ	0xc7cd	0x9893
ÍÈ	0xc8cd	0x817f
ÍÉ	0xc9cd	0x8715
ÍÊ	0xcacd	0x892a
ÍË	0xcbcd	0x9000
ÍÌ	0xcccd	0x541e
ÍÍ	0xcdcd	0x5c6f
ÍÎ	0xcecd	0x81c0
ÍÏ	0xcfcd	0x62d6
ÍÐ	0xd0cd	0x6258
ÍÑ	0xd1cd	0x8131
ÍÒ	0xd2cd	0x9e35
ÍÓ	0xd3cd	0x9640
ÍÔ	0xd4cd	0x9a6e
ÍÕ	0xd5cd	0x9a7c
ÍÖ	0xd6cd	0x692d
Í×	0xd7cd	0x59a5
ÍØ	0xd8cd	0x62d3
ÍÙ	0xd9cd	0x553e
ÍÚ	0xdacd	0x6316
ÍÛ	0xdbcd	0x54c7
ÍÜ	0xdccd	0x86d9
ÍÝ	0xddcd	0x6d3c
ÍÞ	0xdecd	0x5a03
Íß	0xdfcd	0x74e6
Íà	0xe0cd	0x889c
Íá	0xe1cd	0x6b6a
Íâ	0xe2cd	0x5916
Íã	0xe3cd	0x8c4c
Íä	0xe4cd	0x5f2f
Íå	0xe5cd	0x6e7e
Íæ	0xe6cd	0x73a9
Íç	0xe7cd	0x987d
Íè	0xe8cd	0x4e38
Íé	0xe9cd	0x70f7
Íê	0xeacd	0x5b8c
Íë	0xebcd	0x7897
Íì	0xeccd	0x633d
Íí	0xedcd	0x665a
Íî	0xeecd	0x7696
Íï	0xefcd	0x60cb
Íð	0xf0cd	0x5b9b
Íñ	0xf1cd	0x5a49
Íò	0xf2cd	0x4e07
Íó	0xf3cd	0x8155
Íô	0xf4cd	0x6c6a
Íõ	0xf5cd	0x738b
Íö	0xf6cd	0x4ea1
Í÷	0xf7cd	0x6789
Íø	0xf8cd	0x7f51
Íù	0xf9cd	0x5f80
Íú	0xfacd	0x65fa
Íû	0xfbcd	0x671b
Íü	0xfccd	0x5fd8
Íý	0xfdcd	0x5984
Íþ	0xfecd	0x5a01
Î¡	0xa1ce	0x5dcd
Î¢	0xa2ce	0x5fae
Î£	0xa3ce	0x5371
Î¤	0xa4ce	0x97e6
Î¥	0xa5ce	0x8fdd
Î¦	0xa6ce	0x6845
Î§	0xa7ce	0x56f4
Î¨	0xa8ce	0x552f
Î©	0xa9ce	0x60df
Îª	0xaace	0x4e3a
Î«	0xabce	0x6f4d
Î¬	0xacce	0x7ef4
Î­	0xadce	0x82c7
Î®	0xaece	0x840e
Î¯	0xafce	0x59d4
Î°	0xb0ce	0x4f1f
Î±	0xb1ce	0x4f2a
Î²	0xb2ce	0x5c3e
Î³	0xb3ce	0x7eac
Î´	0xb4ce	0x672a
Îµ	0xb5ce	0x851a
Î¶	0xb6ce	0x5473
Î·	0xb7ce	0x754f
Î¸	0xb8ce	0x80c3
Î¹	0xb9ce	0x5582
Îº	0xbace	0x9b4f
Î»	0xbbce	0x4f4d
Î¼	0xbcce	0x6e2d
Î½	0xbdce	0x8c13
Î¾	0xbece	0x5c09
Î¿	0xbfce	0x6170
ÎÀ	0xc0ce	0x536b
ÎÁ	0xc1ce	0x761f
ÎÂ	0xc2ce	0x6e29
ÎÃ	0xc3ce	0x868a
ÎÄ	0xc4ce	0x6587
ÎÅ	0xc5ce	0x95fb
ÎÆ	0xc6ce	0x7eb9
ÎÇ	0xc7ce	0x543b
ÎÈ	0xc8ce	0x7a33
ÎÉ	0xc9ce	0x7d0a
ÎÊ	0xcace	0x95ee
ÎË	0xcbce	0x55e1
ÎÌ	0xccce	0x7fc1
ÎÍ	0xcdce	0x74ee
ÎÎ	0xcece	0x631d
ÎÏ	0xcfce	0x8717
ÎÐ	0xd0ce	0x6da1
ÎÑ	0xd1ce	0x7a9d
ÎÒ	0xd2ce	0x6211
ÎÓ	0xd3ce	0x65a1
ÎÔ	0xd4ce	0x5367
ÎÕ	0xd5ce	0x63e1
ÎÖ	0xd6ce	0x6c83
Î×	0xd7ce	0x5deb
ÎØ	0xd8ce	0x545c
ÎÙ	0xd9ce	0x94a8
ÎÚ	0xdace	0x4e4c
ÎÛ	0xdbce	0x6c61
ÎÜ	0xdcce	0x8bec
ÎÝ	0xddce	0x5c4b
ÎÞ	0xdece	0x65e0
Îß	0xdfce	0x829c
Îà	0xe0ce	0x68a7
Îá	0xe1ce	0x543e
Îâ	0xe2ce	0x5434
Îã	0xe3ce	0x6bcb
Îä	0xe4ce	0x6b66
Îå	0xe5ce	0x4e94
Îæ	0xe6ce	0x6342
Îç	0xe7ce	0x5348
Îè	0xe8ce	0x821e
Îé	0xe9ce	0x4f0d
Îê	0xeace	0x4fae
Îë	0xebce	0x575e
Îì	0xecce	0x620a
Îí	0xedce	0x96fe
Îî	0xeece	0x6664
Îï	0xefce	0x7269
Îð	0xf0ce	0x52ff
Îñ	0xf1ce	0x52a1
Îò	0xf2ce	0x609f
Îó	0xf3ce	0x8bef
Îô	0xf4ce	0x6614
Îõ	0xf5ce	0x7199
Îö	0xf6ce	0x6790
Î÷	0xf7ce	0x897f
Îø	0xf8ce	0x7852
Îù	0xf9ce	0x77fd
Îú	0xface	0x6670
Îû	0xfbce	0x563b
Îü	0xfcce	0x5438
Îý	0xfdce	0x9521
Îþ	0xfece	0x727a
Ï¡	0xa1cf	0x7a00
Ï¢	0xa2cf	0x606f
Ï£	0xa3cf	0x5e0c
Ï¤	0xa4cf	0x6089
Ï¥	0xa5cf	0x819d
Ï¦	0xa6cf	0x5915
Ï§	0xa7cf	0x60dc
Ï¨	0xa8cf	0x7184
Ï©	0xa9cf	0x70ef
Ïª	0xaacf	0x6eaa
Ï«	0xabcf	0x6c50
Ï¬	0xaccf	0x7280
Ï­	0xadcf	0x6a84
Ï®	0xaecf	0x88ad
Ï¯	0xafcf	0x5e2d
Ï°	0xb0cf	0x4e60
Ï±	0xb1cf	0x5ab3
Ï²	0xb2cf	0x559c
Ï³	0xb3cf	0x94e3
Ï´	0xb4cf	0x6d17
Ïµ	0xb5cf	0x7cfb
Ï¶	0xb6cf	0x9699
Ï·	0xb7cf	0x620f
Ï¸	0xb8cf	0x7ec6
Ï¹	0xb9cf	0x778e
Ïº	0xbacf	0x867e
Ï»	0xbbcf	0x5323
Ï¼	0xbccf	0x971e
Ï½	0xbdcf	0x8f96
Ï¾	0xbecf	0x6687
Ï¿	0xbfcf	0x5ce1
ÏÀ	0xc0cf	0x4fa0
ÏÁ	0xc1cf	0x72ed
ÏÂ	0xc2cf	0x4e0b
ÏÃ	0xc3cf	0x53a6
ÏÄ	0xc4cf	0x590f
ÏÅ	0xc5cf	0x5413
ÏÆ	0xc6cf	0x6380
ÏÇ	0xc7cf	0x9528
ÏÈ	0xc8cf	0x5148
ÏÉ	0xc9cf	0x4ed9
ÏÊ	0xcacf	0x9c9c
ÏË	0xcbcf	0x7ea4
ÏÌ	0xcccf	0x54b8
ÏÍ	0xcdcf	0x8d24
ÏÎ	0xcecf	0x8854
ÏÏ	0xcfcf	0x8237
ÏÐ	0xd0cf	0x95f2
ÏÑ	0xd1cf	0x6d8e
ÏÒ	0xd2cf	0x5f26
ÏÓ	0xd3cf	0x5acc
ÏÔ	0xd4cf	0x663e
ÏÕ	0xd5cf	0x9669
ÏÖ	0xd6cf	0x73b0
Ï×	0xd7cf	0x732e
ÏØ	0xd8cf	0x53bf
ÏÙ	0xd9cf	0x817a
ÏÚ	0xdacf	0x9985
ÏÛ	0xdbcf	0x7fa1
ÏÜ	0xdccf	0x5baa
ÏÝ	0xddcf	0x9677
ÏÞ	0xdecf	0x9650
Ïß	0xdfcf	0x7ebf
Ïà	0xe0cf	0x76f8
Ïá	0xe1cf	0x53a2
Ïâ	0xe2cf	0x9576
Ïã	0xe3cf	0x9999
Ïä	0xe4cf	0x7bb1
Ïå	0xe5cf	0x8944
Ïæ	0xe6cf	0x6e58
Ïç	0xe7cf	0x4e61
Ïè	0xe8cf	0x7fd4
Ïé	0xe9cf	0x7965
Ïê	0xeacf	0x8be6
Ïë	0xebcf	0x60f3
Ïì	0xeccf	0x54cd
Ïí	0xedcf	0x4eab
Ïî	0xeecf	0x9879
Ïï	0xefcf	0x5df7
Ïð	0xf0cf	0x6a61
Ïñ	0xf1cf	0x50cf
Ïò	0xf2cf	0x5411
Ïó	0xf3cf	0x8c61
Ïô	0xf4cf	0x8427
Ïõ	0xf5cf	0x785d
Ïö	0xf6cf	0x9704
Ï÷	0xf7cf	0x524a
Ïø	0xf8cf	0x54ee
Ïù	0xf9cf	0x56a3
Ïú	0xfacf	0x9500
Ïû	0xfbcf	0x6d88
Ïü	0xfccf	0x5bb5
Ïý	0xfdcf	0x6dc6
Ïþ	0xfecf	0x6653
Ð¡	0xa1d0	0x5c0f
Ð¢	0xa2d0	0x5b5d
Ð£	0xa3d0	0x6821
Ð¤	0xa4d0	0x8096
Ð¥	0xa5d0	0x5578
Ð¦	0xa6d0	0x7b11
Ð§	0xa7d0	0x6548
Ð¨	0xa8d0	0x6954
Ð©	0xa9d0	0x4e9b
Ðª	0xaad0	0x6b47
Ð«	0xabd0	0x874e
Ð¬	0xacd0	0x978b
Ð­	0xadd0	0x534f
Ð®	0xaed0	0x631f
Ð¯	0xafd0	0x643a
Ð°	0xb0d0	0x90aa
Ð±	0xb1d0	0x659c
Ð²	0xb2d0	0x80c1
Ð³	0xb3d0	0x8c10
Ð´	0xb4d0	0x5199
Ðµ	0xb5d0	0x68b0
Ð¶	0xb6d0	0x5378
Ð·	0xb7d0	0x87f9
Ð¸	0xb8d0	0x61c8
Ð¹	0xb9d0	0x6cc4
Ðº	0xbad0	0x6cfb
Ð»	0xbbd0	0x8c22
Ð¼	0xbcd0	0x5c51
Ð½	0xbdd0	0x85aa
Ð¾	0xbed0	0x82af
Ð¿	0xbfd0	0x950c
ÐÀ	0xc0d0	0x6b23
ÐÁ	0xc1d0	0x8f9b
ÐÂ	0xc2d0	0x65b0
ÐÃ	0xc3d0	0x5ffb
ÐÄ	0xc4d0	0x5fc3
ÐÅ	0xc5d0	0x4fe1
ÐÆ	0xc6d0	0x8845
ÐÇ	0xc7d0	0x661f
ÐÈ	0xc8d0	0x8165
ÐÉ	0xc9d0	0x7329
ÐÊ	0xcad0	0x60fa
ÐË	0xcbd0	0x5174
ÐÌ	0xccd0	0x5211
ÐÍ	0xcdd0	0x578b
ÐÎ	0xced0	0x5f62
ÐÏ	0xcfd0	0x90a2
ÐÐ	0xd0d0	0x884c
ÐÑ	0xd1d0	0x9192
ÐÒ	0xd2d0	0x5e78
ÐÓ	0xd3d0	0x674f
ÐÔ	0xd4d0	0x6027
ÐÕ	0xd5d0	0x59d3
ÐÖ	0xd6d0	0x5144
Ð×	0xd7d0	0x51f6
ÐØ	0xd8d0	0x80f8
ÐÙ	0xd9d0	0x5308
ÐÚ	0xdad0	0x6c79
ÐÛ	0xdbd0	0x96c4
ÐÜ	0xdcd0	0x718a
ÐÝ	0xddd0	0x4f11
ÐÞ	0xded0	0x4fee
Ðß	0xdfd0	0x7f9e
Ðà	0xe0d0	0x673d
Ðá	0xe1d0	0x55c5
Ðâ	0xe2d0	0x9508
Ðã	0xe3d0	0x79c0
Ðä	0xe4d0	0x8896
Ðå	0xe5d0	0x7ee3
Ðæ	0xe6d0	0x589f
Ðç	0xe7d0	0x620c
Ðè	0xe8d0	0x9700
Ðé	0xe9d0	0x865a
Ðê	0xead0	0x5618
Ðë	0xebd0	0x987b
Ðì	0xecd0	0x5f90
Ðí	0xedd0	0x8bb8
Ðî	0xeed0	0x84c4
Ðï	0xefd0	0x9157
Ðð	0xf0d0	0x53d9
Ðñ	0xf1d0	0x65ed
Ðò	0xf2d0	0x5e8f
Ðó	0xf3d0	0x755c
Ðô	0xf4d0	0x6064
Ðõ	0xf5d0	0x7d6e
Ðö	0xf6d0	0x5a7f
Ð÷	0xf7d0	0x7eea
Ðø	0xf8d0	0x7eed
Ðù	0xf9d0	0x8f69
Ðú	0xfad0	0x55a7
Ðû	0xfbd0	0x5ba3
Ðü	0xfcd0	0x60ac
Ðý	0xfdd0	0x65cb
Ðþ	0xfed0	0x7384
Ñ¡	0xa1d1	0x9009
Ñ¢	0xa2d1	0x7663
Ñ£	0xa3d1	0x7729
Ñ¤	0xa4d1	0x7eda
Ñ¥	0xa5d1	0x9774
Ñ¦	0xa6d1	0x859b
Ñ§	0xa7d1	0x5b66
Ñ¨	0xa8d1	0x7a74
Ñ©	0xa9d1	0x96ea
Ñª	0xaad1	0x8840
Ñ«	0xabd1	0x52cb
Ñ¬	0xacd1	0x718f
Ñ­	0xadd1	0x5faa
Ñ®	0xaed1	0x65ec
Ñ¯	0xafd1	0x8be2
Ñ°	0xb0d1	0x5bfb
Ñ±	0xb1d1	0x9a6f
Ñ²	0xb2d1	0x5de1
Ñ³	0xb3d1	0x6b89
Ñ´	0xb4d1	0x6c5b
Ñµ	0xb5d1	0x8bad
Ñ¶	0xb6d1	0x8baf
Ñ·	0xb7d1	0x900a
Ñ¸	0xb8d1	0x8fc5
Ñ¹	0xb9d1	0x538b
Ñº	0xbad1	0x62bc
Ñ»	0xbbd1	0x9e26
Ñ¼	0xbcd1	0x9e2d
Ñ½	0xbdd1	0x5440
Ñ¾	0xbed1	0x4e2b
Ñ¿	0xbfd1	0x82bd
ÑÀ	0xc0d1	0x7259
ÑÁ	0xc1d1	0x869c
ÑÂ	0xc2d1	0x5d16
ÑÃ	0xc3d1	0x8859
ÑÄ	0xc4d1	0x6daf
ÑÅ	0xc5d1	0x96c5
ÑÆ	0xc6d1	0x54d1
ÑÇ	0xc7d1	0x4e9a
ÑÈ	0xc8d1	0x8bb6
ÑÉ	0xc9d1	0x7109
ÑÊ	0xcad1	0x54bd
ÑË	0xcbd1	0x9609
ÑÌ	0xccd1	0x70df
ÑÍ	0xcdd1	0x6df9
ÑÎ	0xced1	0x76d0
ÑÏ	0xcfd1	0x4e25
ÑÐ	0xd0d1	0x7814
ÑÑ	0xd1d1	0x8712
ÑÒ	0xd2d1	0x5ca9
ÑÓ	0xd3d1	0x5ef6
ÑÔ	0xd4d1	0x8a00
ÑÕ	0xd5d1	0x989c
ÑÖ	0xd6d1	0x960e
Ñ×	0xd7d1	0x708e
ÑØ	0xd8d1	0x6cbf
ÑÙ	0xd9d1	0x5944
ÑÚ	0xdad1	0x63a9
ÑÛ	0xdbd1	0x773c
ÑÜ	0xdcd1	0x884d
ÑÝ	0xddd1	0x6f14
ÑÞ	0xded1	0x8273
Ñß	0xdfd1	0x5830
Ñà	0xe0d1	0x71d5
Ñá	0xe1d1	0x538c
Ñâ	0xe2d1	0x781a
Ñã	0xe3d1	0x96c1
Ñä	0xe4d1	0x5501
Ñå	0xe5d1	0x5f66
Ñæ	0xe6d1	0x7130
Ñç	0xe7d1	0x5bb4
Ñè	0xe8d1	0x8c1a
Ñé	0xe9d1	0x9a8c
Ñê	0xead1	0x6b83
Ñë	0xebd1	0x592e
Ñì	0xecd1	0x9e2f
Ñí	0xedd1	0x79e7
Ñî	0xeed1	0x6768
Ñï	0xefd1	0x626c
Ñð	0xf0d1	0x4f6f
Ññ	0xf1d1	0x75a1
Ñò	0xf2d1	0x7f8a
Ñó	0xf3d1	0x6d0b
Ñô	0xf4d1	0x9633
Ñõ	0xf5d1	0x6c27
Ñö	0xf6d1	0x4ef0
Ñ÷	0xf7d1	0x75d2
Ñø	0xf8d1	0x517b
Ñù	0xf9d1	0x6837
Ñú	0xfad1	0x6f3e
Ñû	0xfbd1	0x9080
Ñü	0xfcd1	0x8170
Ñý	0xfdd1	0x5996
Ñþ	0xfed1	0x7476
Ò¡	0xa1d2	0x6447
Ò¢	0xa2d2	0x5c27
